tracker_1,2024-02-16 17:26:38.343331,-0.007988957,0.0025970845,-0.96222746,0.74577683,0.6558452,0.11697827,0.17397028,-0.022227606,-0.9845,-0.6430795,0.754568,-0.1306744
tracker_2,2024-02-16 17:26:38.487329,-0.007988957,0.0025970845,-0.96222746,0.74577683,0.6558452,0.11697827,0.17397028,-0.022227606,-0.9845,-0.6430795,0.754568,-0.1306744
tracker_1,2024-02-16 17:26:38.567901,-0.007819777,0.0026745335,-0.96210766,0.7460758,0.6555578,0.11668255,0.1740723,-0.02288278,-0.9844669,-0.64270496,0.7547982,-0.13118674
tracker_2,2024-02-16 17:26:38.647911,-0.007819777,0.0026745335,-0.96210766,0.7460758,0.6555578,0.11668255,0.1740723,-0.02288278,-0.9844669,-0.64270496,0.7547982,-0.13118674
tracker_1,2024-02-16 17:26:38.739856,-0.007862552,0.002671462,-0.96220654,0.74608225,0.6555457,0.11670965,0.17379898,-0.02252306,-0.98452353,-0.64277154,0.7548195,-0.13073722
tracker_2,2024-02-16 17:26:38.818386,-0.007862552,0.002671462,-0.96220654,0.74608225,0.6555457,0.11670965,0.17379898,-0.02252306,-0.98452353,-0.64277154,0.7548195,-0.13073722
tracker_1,2024-02-16 17:26:38.903468,-0.007805457,0.0029196353,-0.9625449,0.74557847,0.6560966,0.11683291,0.17360097,-0.021952227,-0.98457134,-0.6434092,0.7543575,-0.13026612
tracker_2,2024-02-16 17:26:38.986588,-0.007805457,0.0029196353,-0.9625449,0.74557847,0.6560966,0.11683291,0.17360097,-0.021952227,-0.98457134,-0.6434092,0.7543575,-0.13026612
tracker_1,2024-02-16 17:26:39.066834,-0.00775312,0.0031385077,-0.96266586,0.74543643,0.65624195,0.11692304,0.1727452,-0.02077109,-0.98474747,-0.643804,0.75426453,-0.12884617
tracker_2,2024-02-16 17:26:39.155203,-0.00775312,0.0031385077,-0.96266586,0.74543643,0.65624195,0.11692304,0.1727452,-0.02077109,-0.98474747,-0.643804,0.75426453,-0.12884617
tracker_1,2024-02-16 17:26:39.236220,-0.007860949,0.0029993223,-0.9626077,0.74630374,0.65527105,0.1168354,0.1737382,-0.022330394,-0.9845386,-0.64253074,0.75506365,-0.13051087
tracker_2,2024-02-16 17:26:39.315211,-0.007860949,0.0029993223,-0.9626077,0.74630374,0.65527105,0.1168354,0.1737382,-0.022330394,-0.9845386,-0.64253074,0.75506365,-0.13051087
tracker_1,2024-02-16 17:26:39.396768,-0.007820242,0.0029243864,-0.9625181,0.74647135,0.6550262,0.11713761,0.1745649,-0.02289956,-0.9843793,-0.64211184,0.75525904,-0.13143843
tracker_2,2024-02-16 17:26:39.478321,-0.007820242,0.0029243864,-0.9625181,0.74647135,0.6550262,0.11713761,0.1745649,-0.02289956,-0.9843793,-0.64211184,0.75525904,-0.13143843
tracker_1,2024-02-16 17:26:39.559879,-0.007820147,0.0028455479,-0.9625454,0.7464992,0.65502053,0.11699139,0.17475103,-0.02334683,-0.9843358,-0.6420288,0.7552502,-0.1318939
tracker_2,2024-02-16 17:26:39.637887,-0.007820147,0.0028455479,-0.9625454,0.7464992,0.65502053,0.11699139,0.17475103,-0.02334683,-0.9843358,-0.6420288,0.7552502,-0.1318939
tracker_1,2024-02-16 17:26:39.721414,-0.007845232,0.0028963122,-0.96253407,0.74633354,0.65524757,0.116776824,0.17455183,-0.023383874,-0.98437023,-0.6422755,0.75505215,-0.13182683
tracker_2,2024-02-16 17:26:39.802502,-0.007845232,0.0028963122,-0.96253407,0.74633354,0.65524757,0.116776824,0.17455183,-0.023383874,-0.98437023,-0.6422755,0.75505215,-0.13182683
tracker_1,2024-02-16 17:26:39.884581,-0.0078074927,0.0027970034,-0.9623857,0.74582094,0.65577734,0.11707767,0.17386791,-0.0219717,-0.9845238,-0.64305604,0.7546345,-0.13040559
tracker_2,2024-02-16 17:26:39.962758,-0.0078074927,0.0027970034,-0.9623857,0.74582094,0.65577734,0.11707767,0.17386791,-0.0219717,-0.9845238,-0.64305604,0.7546345,-0.13040559
tracker_1,2024-02-16 17:26:40.046788,-0.0077825096,0.0029142408,-0.9625245,0.7460757,0.65554297,0.116766654,0.17425807,-0.022974625,-0.9844319,-0.6426548,0.75480825,-0.13137445
tracker_2,2024-02-16 17:26:40.153792,-0.0077825096,0.0029142408,-0.9625245,0.7460757,0.65554297,0.116766654,0.17425807,-0.022974625,-0.9844319,-0.6426548,0.75480825,-0.13137445
tracker_1,2024-02-16 17:26:40.233792,-0.0077954275,0.0029688303,-0.96253777,0.74635553,0.65518373,0.116994105,0.17436624,-0.022845995,-0.98441577,-0.64230037,0.755124,-0.13129315
tracker_2,2024-02-16 17:26:40.322960,-0.0077954275,0.0029688303,-0.96253777,0.74635553,0.65518373,0.116994105,0.17436624,-0.022845995,-0.98441577,-0.64230037,0.755124,-0.13129315
tracker_1,2024-02-16 17:26:40.403172,-0.007778548,0.0028793984,-0.96252733,0.74638253,0.65511334,0.11721602,0.17483056,-0.023066845,-0.98432827,-0.6421428,0.75517833,-0.13175051
tracker_2,2024-02-16 17:26:40.485264,-0.007778548,0.0028793984,-0.96252733,0.74638253,0.65511334,0.11721602,0.17483056,-0.023066845,-0.98432827,-0.6421428,0.75517833,-0.13175051
tracker_1,2024-02-16 17:26:40.570826,-0.0078376,0.0029011173,-0.9624691,0.74578524,0.6558586,0.11684992,0.1734895,-0.021858744,-0.98459303,-0.6431996,0.7545672,-0.1300865
tracker_2,2024-02-16 17:26:40.651332,-0.0078376,0.0029011173,-0.9624691,0.74578524,0.6558586,0.11684992,0.1734895,-0.021858744,-0.98459303,-0.6431996,0.7545672,-0.1300865
tracker_1,2024-02-16 17:26:40.728340,-0.007897658,0.0026033332,-0.962024,0.7459712,0.65560704,0.11707393,0.17412044,-0.022319568,-0.9844713,-0.6428133,0.75477225,-0.13080435
tracker_2,2024-02-16 17:26:40.823397,-0.007897658,0.0026033332,-0.962024,0.7459712,0.65560704,0.11707393,0.17412044,-0.022319568,-0.9844713,-0.6428133,0.75477225,-0.13080435
tracker_1,2024-02-16 17:26:40.916957,-0.007864876,0.0028884942,-0.9624955,0.74585974,0.65574384,0.11701808,0.1736562,-0.021824514,-0.9845644,-0.6430682,0.7546679,-0.130152
